Subject,Set,Trial,TOD,StartTr,RT,LRT,RRT,DRT,Standard,Variable,Choice,Group,LftText,RgtText
101651.2,SetA, 124 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 16 , 0 , 0 ," $2.50 now","$10 in 365 days"
101651.2,SetA, 125 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 6 , 0 , 0 ," $7.50 now","$10 now"
101651.2,SetA, 126 ,55450.200,55450.200,0.016,  0.000,  1.313,  3.047,   4 , 5 , 2 , 0 ," $8.00 now","$10 in 180 days"
101651.2,SetA, 127 ,55453.640,55453.640,0.000,  0.906,  0.000,  2.516,   1 , 12 , 1 , 0 ,"$10 in 7 days"," $4.50 now"
101651.2,SetA, 128 ,55456.540,55456.540,0.000,  0.000,  1.391,  3.625,   4 , 10 , 2 , 0 ," $5.50 now","$10 in 180 days"
101651.2,SetA, 129 ,55460.560,55460.560,0.109,  2.266,  0.000,  3.953,   4 , 4 , 1 , 0 ,"$10 in 180 days"," $8.50 now"
101651.2,SetA, 130 ,55464.900,55464.900,0.001,  6.860,  0.000,  8.048,   3 , 19 , 1 , 0 ,"$10 in 90 days"," $1.00 now"
101651.2,SetA, 131 ,55473.340,55473.340,0.016,  1.360,  0.000,  2.735,   4 , 12 , 1 , 0 ,"$10 in 180 days"," $4.50 now"
101651.2,SetA, 132 ,55476.460,55476.460,0.000,  1.141,  0.000,  2.235,   3 , 11 , 1 , 0 ,"$10 in 90 days"," $5.00 now"
101651.2,SetA, 133 ,55479.090,55479.090,0.000,  0.985,  0.000,  3.266,   2 , 20 , 1 , 0 ,"$10 in 30 days"," $0.50 now"
101651.2,SetA, 134 ,55482.750,55482.750,0.001,  1.657,  0.000,  3.204,   4 , 1 , 1 , 0 ," $10.00 now","$10 in 180 days"
101651.2,SetA, 135 ,55486.340,55486.340,0.110,  0.000,  1.891,  3.048,   1 , 5 , 2 , 0 ," $8.00 now","$10 in 7 days"
101651.2,SetA, 136 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 14 , 0 , 0 ,"$10 in 365 days"," $3.50 now"
101651.2,SetA, 137 ,55489.780,55489.780,0.111,  0.000,  1.782,  2.970,   2 , 18 , 2 , 0 ," $1.50 now","$10 in 30 days"
101651.2,SetA, 138 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 22 , 0 , 0 ," $0.00 now","$10 now"
